gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
8844	MIM601132														
8846	MIM605345														
8847	MIM605766														
8848	MIM607715														
885	MIM118440														
8850	MIM602303														
8851	MIM603460														
8852	MIM300185														
8853	MIM603817														
8854	MIM603687														
8856	MIM603065														
8858	MIM176895	MIM614024													
8859	MIM604977														
886	MIM118444														
8861	MIM603451														
8862	MIM235400	MIM300297													
8863	MIM603427														
8864	MIM603426	MIM604348													
8867	MIM604297														
8869	MIM604402	MIM609056													
887	MIM118445														
8870	MIM602996														
8871	MIM609410														
8874	MIM605477														
88745	MIM613475														
8875	MIM603571														
8876	MIM603570														
8877	MIM603730														
8878	MIM601530	MIM602080													
8879	MIM603729														
8880	MIM603444														
8881	MIM603461														
8882	MIM603901														
8883	MIM603385														
8884	MIM604024														
8886	MIM606355														
8887	MIM605326														
8888	MIM603294														
889	MIM604214														
8890	MIM603896	MIM606687													
8891	MIM603896	MIM606273													
8892	MIM603896	MIM606454													
8893	MIM603896	MIM603945													
8894	MIM603908														
8895	MIM604207														
8896	MIM603477														
8897	MIM603558														
8898	MIM601382	MIM603557													
8899	MIM602338														
89	MIM102574														
890	MIM123835														
8900	MIM604036														
8904	MIM604205														
8905	MIM300629	MIM300630													
8906	MIM603534														
8907	MIM603535														
8908	MIM300198														
8909	MIM606720														
891	MIM123836														
8910	MIM159900	MIM604149													
8911	MIM608230														
8912	MIM607904	MIM611942													
8913	MIM604065														
8914	MIM603887														
8915	MIM114500	MIM137245	MIM156240	MIM273300	MIM603517	MIM613024									
8916	MIM605200														
892	MIM123838														
8924	MIM176270	MIM227220	MIM605837												
8925	MIM605109														
8927	MIM604020														
8928	MIM236100	MIM603621													
8929	MIM209880	MIM603851	MIM613013												
8930	MIM603574														
8932	MIM603547														
8933	MIM300213														
8934	MIM603949														
8935	MIM605215														
8936	MIM605035														
8938	MIM604009														
8939	MIM603536														
894	MIM123833														
8940	MIM603582														
8941	MIM603764														
8942	MIM605197														
8943	MIM607246														
8944	MIM603568														
8945	MIM603482														
896	MIM123834														
8968	MIM602816														
8971	MIM602785														
8972	MIM154360														
8973	MIM606888														
8974	MIM600608														
8975	MIM603591														
8976	MIM605056														
89765	MIM609314														
89766	MIM613859														
89780	MIM606359														
89781	MIM606682	MIM614073													
89782	MIM609380														
89790	MIM606091														
89792	MIM608234														
89795	MIM611629														
89796	MIM611628														
89797	MIM607026														
898	MIM123837														
89822	MIM607370														
89832	MIM609756														
89845	MIM219700	MIM612509													
8985	MIM603066	MIM612394													
89857	MIM614214														
89858	MIM606094														
8986	MIM603606														
89866	MIM612855														
89869	MIM608075														
8987	MIM607406														
89872	MIM606578														
89874	MIM607571														
89876	MIM609910														
8988	MIM604624	MIM613376													
89884	MIM262700	MIM602146													
89885	MIM300450														
89886	MIM608589														
89887	MIM610671														
8989	MIM604775														
89891	MIM613363														
899	MIM600227														
8991	MIM604188														
89910	MIM608047														
8992	MIM603931														
8993	MIM604963														
8994	MIM604543														
89941	MIM613889														
8995	MIM603898														
89958	MIM612057														
8996	MIM605235														
8997	MIM604605	MIM608901													
8999	MIM603442														
9	MIM108345														
90	MIM102576	MIM135100													
900	MIM601578														
90007	MIM606700														
9001	MIM600947														
90019	MIM607719														
9002	MIM602779														
90025	MIM612495														
90070	MIM607360														
901	MIM603203														
90102	MIM610298														
9013	MIM604905														
90134	MIM608169														
9014	MIM604904														
9015	MIM604903														
9016	MIM300242														
90161	MIM300545														
90167	MIM300628	MIM310700													
90187	MIM608929														
9019	MIM604376														
90196	MIM612979														
902	MIM601953														
9020	MIM604655														
9021	MIM604176														
9022	MIM606533														
90226	MIM605902														
9023	MIM604551														
9024	MIM609236														
90249	MIM607869														
9025	MIM611685														
9026	MIM605613														
9027	MIM606716														
9028	MIM603264														
90293	MIM300655														
9030	MIM603279														
9031	MIM605681														
90316	MIM300411														
9032	MIM604657														
90326	MIM612532														
9033	MIM604532														
90338	MIM600398														
9034	MIM608379														
90353	MIM612694														
90362	MIM611394														
9037	MIM609297														
9038	MIM607405														
90381	MIM613298														
9039	MIM603172														
90390	MIM610237														
904	MIM143055														
9040	MIM603173														
90410	MIM614394														
90411	MIM607788	MIM613625													
90417	MIM614718														
90427	MIM606266														
9043	MIM605430														
9044	MIM605191														
90441	MIM608694														
90459	MIM608739														
9046	MIM604997														
9047	MIM604514														
9048	MIM603886														
90480	MIM605162														
9049	MIM102200	MIM219090	MIM600634	MIM605555											
905	MIM603862														
9051	MIM604416	MIM606347													
